Invoice,Field,Extracted,Ground Truth,Match
FR_invoice_img_synth_033,echeance,02/12/2025,02/12/2025,YES
FR_invoice_img_synth_033,invoice_content,"[{'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Rédaction de contenu', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '24', 'unit_price': '977.33'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2024', 'unit_price': '7361'}, {'description': 'Date : //', 'quantity': '12', 'unit_price': '2024'}, {'description': 'Date limite de paiement : //', 'quantity': '12', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '2', 'unit_price': '228.38'}, {'description': '€ €', 'quantity': '5', 'unit_price': '281.92'}, {'description': '€ €', 'quantity': '4', 'unit_price': '396.50'}, {'description': '€ €', 'quantity': '8', 'unit_price': '907.64'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Développement logiciel; Rédaction de contenu; Formation professionnelle; Développement logiciel,NO
FR_invoice_img_synth_033,tva_percentage,20,20,YES
FR_invoice_img_synth_033,tva_amount,4162.89,4162.89,YES
FR_invoice_img_synth_033,total_amount,24977.33,24977.33,YES
FR_invoice_img_synth_033,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_033,solde_du,24977.33,24977.33,YES
FR_invoice_img_synth_034,supplier_name,Royer SA,Royer SA,YES
FR_invoice_img_synth_034,invoice_number,Facture,FC-2024-2202,NO
FR_invoice_img_synth_034,invoice_date,31/10/2024,31/10/2024,YES
FR_invoice_img_synth_034,siret,01436176316062,01436176316062,YES
FR_invoice_img_synth_034,echeance,17/12/2024,17/12/2024,YES
FR_invoice_img_synth_034,invoice_content,"[{'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Audit de sécurité', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : FC--', 'quantity': '2024', 'unit_price': '2202'}, {'description': 'Date facture : //', 'quantity': '10', 'unit_price': '2024'}, {'description': 'Échéance : //', 'quantity': '12', 'unit_price': '2024'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '18', 'unit_price': '587.85'}, {'description': '€ €', 'quantity': '2', 'unit_price': '814.88'}, {'description': '€ €', 'quantity': '2', 'unit_price': '565.22'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Développement logiciel; Audit de sécurité; Maintenance annuelle,NO
FR_invoice_img_synth_034,tva_percentage,20,20,YES
FR_invoice_img_synth_034,tva_amount,8793.59,3793.59,NO
FR_invoice_img_synth_034,total_amount,22761.54,22761.54,YES
FR_invoice_img_synth_034,payment_status,PAID,PAID,YES
FR_invoice_img_synth_034,solde_du,0.00,,NO
FR_invoice_img_synth_035,supplier_name,Bazin SASU,Bazin SASU,YES
FR_invoice_img_synth_035,invoice_number,FAC-2025-3418,FAC-2025-3418,YES
FR_invoice_img_synth_035,invoice_date,18/08/2025,18/08/2025,YES
FR_invoice_img_synth_035,siret,08758492001141,03758492001141,NO
FR_invoice_img_synth_035,echeance,09/08/2026,09/08/2026,YES
FR_invoice_img_synth_035,invoice_content,"[{'description': 'Nettoyage de locaux', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Nettoyage de locaux', 'quantity': '', 'unit_price': ''}, {'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '69', 'unit_price': '138.02'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FAC--', 'quantity': '2025', 'unit_price': '3418'}, {'description': 'Date facture : //', 'quantity': '08', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '08', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '26', 'unit_price': '248.20'}, {'description': '€ €', 'quantity': '15', 'unit_price': '501.20'}, {'description': '€ €', 'quantity': '21', 'unit_price': '369.27'}, {'description': '€ €', 'quantity': '2', 'unit_price': '415.00'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Nettoyage de locaux; Création graphique; Nettoyage de locaux; Hébergement web,NO
FR_invoice_img_synth_035,tva_percentage,5.5,5.5,YES
FR_invoice_img_synth_035,tva_amount,,3604.35,NO
FR_invoice_img_synth_035,total_amount,69138.02,69138.02,YES
FR_invoice_img_synth_035,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_035,solde_du,69138.02,69138.02,YES
FR_invoice_img_synth_036,supplier_name,Lebrun SA FACTURE,Lebrun SA,YES
FR_invoice_img_synth_036,invoice_number,FC-2025-1589,FC-2025-1589,YES
FR_invoice_img_synth_036,invoice_date,11/04/2025,11/04/2025,YES
FR_invoice_img_synth_036,siret,75102606685961,75102606685961,YES
FR_invoice_img_synth_036,echeance,25/03/2026,25/03/2026,YES
FR_invoice_img_synth_036,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————————_————_', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau € €', 'quantity': '11', 'unit_price': '985.12'}, {'description': 'Hébergement web € €', 'quantity': '18', 'unit_price': '589.44'}, {'description': 'Licence logicielle € €', 'quantity': '3', 'unit_price': '977.74'}, {'description': 'Transport de marchandises € €', 'quantity': '10', 'unit_price': '636.10'}, {'description': 'Installation réseau € €', 'quantity': '2', 'unit_price': '791.58'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Installation réseau; Hébergement web; Licence logicielle; Transport de marchandises; Installation réseau,YES
FR_invoice_img_synth_036,tva_percentage,20,20,YES
FR_invoice_img_synth_036,tva_amount,9596.00,9596.00,YES
FR_invoice_img_synth_036,total_amount,57575.98,57575.98,YES
FR_invoice_img_synth_036,payment_status,PAID,PAID,YES
FR_invoice_img_synth_036,solde_du,0.00,,NO
FR_invoice_img_synth_037,supplier_name,Rousseau SARL,Rousseau SARL,YES
FR_invoice_img_synth_037,invoice_number,Facture,F-2024-8347,NO
FR_invoice_img_synth_037,invoice_date,19/08/2024,19/08/2024,YES
FR_invoice_img_synth_037,siret,72470173276693,72470173276693,YES
FR_invoice_img_synth_037,echeance,13/03/2025,13/03/2025,YES
FR_invoice_img_synth_037,invoice_content,"[{'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Support technique', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Support technique', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2024', 'unit_price': '8347'}, {'description': 'Date : //', 'quantity': '08', 'unit_price': '2024'}, {'description': 'Échéance : //', 'quantity': '03', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '2', 'unit_price': '703.90'}, {'description': '€ €', 'quantity': '4', 'unit_price': '974.90'}, {'description': '€ €', 'quantity': '6', 'unit_price': '464.10'}, {'description': '€ €', 'quantity': '4', 'unit_price': '678.56'}, {'description': '€ €', 'quantity': '14', 'unit_price': '879.20'}, {'description': '€ €', 'quantity': '23', 'unit_price': '455.82'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Développement logiciel; Support technique; Prestation de conseil; Maintenance annuelle; Support technique; Prestation de conseil,NO
FR_invoice_img_synth_037,tva_percentage,20,20,YES
FR_invoice_img_synth_037,tva_amount,11431.80,11431.30,NO
FR_invoice_img_synth_037,total_amount,68587.78,68587.78,YES
FR_invoice_img_synth_037,payment_status,PAID,PAID,YES
FR_invoice_img_synth_037,solde_du,0.00,,NO
FR_invoice_img_synth_038,supplier_name,Fernandes SAS,Fernandes SAS,YES
FR_invoice_img_synth_038,invoice_number,,FC-2026-8483,NO
FR_invoice_img_synth_038,invoice_date,28/01/2026,28/01/2026,YES
FR_invoice_img_synth_038,siret,52773407274964,52773407274964,YES
FR_invoice_img_synth_038,echeance,16/03/2026,16/03/2026,YES
FR_invoice_img_synth_038,invoice_content,"[{'description': 'Nettoyage de locaux', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '44', 'unit_price': '086.91'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FC--', 'quantity': '2026', 'unit_price': '8483'}, {'description': ""Date d'émission : //"", 'quantity': '01', 'unit_price': '2026'}, {'description': ""Date d'échéance : //"", 'quantity': '03', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '16', 'unit_price': '994.12'}, {'description': '€ €', 'quantity': '7', 'unit_price': '058.20'}, {'description': '€ €', 'quantity': '4', 'unit_price': '047.54'}, {'description': '€ €', 'quantity': '7', 'unit_price': '906.00'}, {'description': '€ €', 'quantity': '733,23', 'unit_price': '733.93'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Nettoyage de locaux; Maintenance annuelle; Création graphique; Formation professionnelle; Fourniture de matériel,NO
FR_invoice_img_synth_038,tva_percentage,20,20,YES
FR_invoice_img_synth_038,tva_amount,7347.82,7347.82,YES
FR_invoice_img_synth_038,total_amount,44086.91,44086.91,YES
FR_invoice_img_synth_038,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_038,solde_du,44086.91,44086.91,YES
FR_invoice_img_synth_039,supplier_name,Chrétien SA,Chrétien SA,YES
FR_invoice_img_synth_039,invoice_number,Facture,FC-2025-6662,NO
FR_invoice_img_synth_039,invoice_date,23/10/2025,23/10/2025,YES
FR_invoice_img_synth_039,siret,35695182703310,35695182703310,YES
FR_invoice_img_synth_039,echeance,16/07/2026,16/07/2026,YES
FR_invoice_img_synth_039,invoice_content,"[{'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Rédaction de contenu', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '36', 'unit_price': '956.33'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : FC--', 'quantity': '2025', 'unit_price': '6662'}, {'description': 'Date facture : //', 'quantity': '10', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '07', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '8', 'unit_price': '874.14'}, {'description': '€ €', 'quantity': '21', 'unit_price': '922.80'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Création graphique; Rédaction de contenu,NO
FR_invoice_img_synth_039,tva_percentage,20,20,YES
FR_invoice_img_synth_039,tva_amount,6159.39,6159.39,YES
FR_invoice_img_synth_039,total_amount,36956.33,36956.33,YES
FR_invoice_img_synth_039,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_039,solde_du,36956.33,36956.33,YES
FR_invoice_img_synth_040,supplier_name,Denis SARL,Denis SARL,YES
FR_invoice_img_synth_040,invoice_number,Facture,FC-2026-6072,NO
FR_invoice_img_synth_040,invoice_date,04/03/2026,04/03/2026,YES
FR_invoice_img_synth_040,siret,98325794903322,98325794903322,YES
FR_invoice_img_synth_040,echeance,04/03/2026,04/03/2026,YES
FR_invoice_img_synth_040,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Rédaction de contenu € €', 'quantity': '1', 'unit_price': '449.58'}, {'description': 'Fourniture de matériel € €', 'quantity': '18', 'unit_price': '369.28'}, {'description': 'Formation professionnelle € €', 'quantity': '18', 'unit_price': '825.60'}, {'description': 'Audit de sécurité € €', 'quantity': '23', 'unit_price': '866.88'}, {'description': 'Transport de marchandises € €', 'quantity': '13', 'unit_price': '230.36'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Rédaction de contenu; Fourniture de matériel; Formation professionnelle; Audit de sécurité; Transport de marchandises,YES
FR_invoice_img_synth_040,tva_percentage,20,20,YES
FR_invoice_img_synth_040,tva_amount,15148.34,15148.34,YES
FR_invoice_img_synth_040,total_amount,90890.04,90890.04,YES
FR_invoice_img_synth_040,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_040,solde_du,90890.04,90890.04,YES
FR_invoice_img_synth_041,supplier_name,Fernandez SARL,Fernandez SARL,YES
FR_invoice_img_synth_041,invoice_number,,FAC-2026-5822,NO
FR_invoice_img_synth_041,invoice_date,18/05/2026,18/05/2026,YES
FR_invoice_img_synth_041,siret,36766194482826,36766194482826,YES
FR_invoice_img_synth_041,echeance,12/07/2026,12/07/2026,YES
FR_invoice_img_synth_041,invoice_content,"[{'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': ""Location d'équipement"", 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Support technique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FAC--', 'quantity': '2026', 'unit_price': '5822'}, {'description': 'Date facture : //', 'quantity': '05', 'unit_price': '2026'}, {'description': ""Date d'échéance : //"", 'quantity': '07', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '22', 'unit_price': '756.00'}, {'description': '€ €', 'quantity': '7', 'unit_price': '511.60'}, {'description': '€ €', 'quantity': '5', 'unit_price': '297.71'}, {'description': '€ €', 'quantity': '10', 'unit_price': '464.93'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Installation réseau; Location d'équipement; Développement logiciel; Support technique,NO
FR_invoice_img_synth_041,tva_percentage,20,20,YES
FR_invoice_img_synth_041,tva_amount,9206.05,9206.05,YES
FR_invoice_img_synth_041,total_amount,55236.29,55236.29,YES
FR_invoice_img_synth_041,payment_status,PAID,PAID,YES
FR_invoice_img_synth_041,solde_du,0.00,,NO
FR_invoice_img_synth_042,supplier_name,Marie SARL,Marie SARL,YES
FR_invoice_img_synth_042,invoice_number,FC-2024-7576,FC-2024-7576,YES
FR_invoice_img_synth_042,invoice_date,20/10/2024,20/10/2024,YES
FR_invoice_img_synth_042,siret,35793986171936,35793986171936,YES
FR_invoice_img_synth_042,echeance,22/07/2025,22/07/2025,YES
FR_invoice_img_synth_042,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Hébergement web € €', 'quantity': '2', 'unit_price': '237.19'}, {'description': 'Prestation de conseil € €', 'quantity': '1', 'unit_price': '689.66'}, {'description': 'Installation réseau € €', 'quantity': '16,11', 'unit_price': '257.76'}, {'description': 'Audit de sécurité € €', 'quantity': '1', 'unit_price': '635.72'}, {'description': 'Maintenance annuelle € €', 'quantity': '1', 'unit_price': '357.93'}, {'description': 'Hébergement web € €', 'quantity': '9,78', 'unit_price': '340.55'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Hébergement web; Prestation de conseil; Installation réseau; Audit de sécurité; Maintenance annuelle; Hébergement web,YES
